title,link,video_id,channel,views,snippet,length_str,parsed_length,parsed_views
"Secret Agent: If You’re Easily Offended, You’re Easily Manipulated! This 1 Trick Catches A Lie In 2s",https://www.youtube.com/watch?v=7l_0ZcSuRwg,7l_0ZcSuRwg,The Diary Of A CEO,"2,130,865 views",,2:38:50,9530,2130865
Unmasking Belle Gibson: The real story of the infamous wellness scammer | 60 Minutes Australia,https://www.youtube.com/watch?v=fahOX8VBXCc,fahOX8VBXCc,60 Minutes Australia,"2,465,695 views",,46:51,2811,2465695
WORLD LEADING THERAPIST Answers Relationship Questions Most People Are Afraid to Ask | Lori Gottlieb,https://www.youtube.com/watch?v=CQ6lqkeQVQ4,CQ6lqkeQVQ4,Jay Shetty Podcast,"820,218 views",,1:22:08,4928,820218
The Muscle Building Expert: They’re Lying To You About Workout Hours! Dr Michael Israetel,https://www.youtube.com/watch?v=OTrTqs9FLq0,OTrTqs9FLq0,The Diary Of A CEO,"4,467,540 views",,1:59:07,7147,4467540
Jon Stewart on Trump’s Heel Turn on Zelenskyy In Favor of Putin’s New World Order | The Daily Show,https://www.youtube.com/watch?v=OeUZI5RnYGg,OeUZI5RnYGg,The Daily Show,"4,372,696 views",,24:07,1447,4372696
This Man Discovered How To REVERSE AGING & Make Himself 31 Years Younger (Data-Proven) @BryanJohnson,https://www.youtube.com/watch?v=NIlPPC6sV9U,NIlPPC6sV9U,Jay Shetty Podcast,"335,601 views",,1:27:28,5248,335601
A 58 Year Old Self-Made Millionaire Shares Her Best Life Advice,https://www.youtube.com/watch?v=FItRprBYYTA,FItRprBYYTA,Sprouht,"2,735,669 views",,16:14,974,2735669
Tipping: Last Week Tonight with John Oliver (HBO),https://www.youtube.com/watch?v=89R9ZxKaIOw,89R9ZxKaIOw,LastWeekTonight,"2,729,515 views",,24:55,1495,2729515
The First Steps To Reducing Your Anxiety with author Mel Robbins | A Bit of Optimism Podcast,https://www.youtube.com/watch?v=JP5USHGSF8o,JP5USHGSF8o,Simon Sinek,"369,712 views",,57:11,3431,369712
"MrBeast: If You Want To Be Liked, Don't Help People & I Lost Tens Of Millions On Beast Games!",https://www.youtube.com/watch?v=FjrJ2DJN_pA,FjrJ2DJN_pA,The Diary Of A CEO,"2,240,957 views",,1:43:15,6195,2240957
KHLOE KARDASHIAN'S EYE OPENING Speech On How To MANIFEST ABUNDANCE! | Jay Shetty,https://www.youtube.com/watch?v=9KaFEI62ZeI,9KaFEI62ZeI,Jay Shetty Podcast,"1,804,282 views",,49:51,2991,1804282
Watch Trudeau speak directly to Trump during blistering speech,https://www.youtube.com/watch?v=wz_42pckM7w,wz_42pckM7w,CNN,"3,496,765 views",,21:01,1261,3496765
Alumni Workshop 1: How to effectively transition into management with Cathy Guthrie,https://www.youtube.com/watch?v=EIwpo1CbeIU,EIwpo1CbeIU,Ambition In Motion,6 views,,50:31,3031,6
"Club Days, Wild Nights & Growing Up ft. Malika & Khadijah | Khloé In Wonder Land Ep. 7",https://www.youtube.com/watch?v=S1Pi_w2nZcI,S1Pi_w2nZcI,Khloe Kardashian,"481,346 views",,44:38,2678,481346
"Secret Agent: If You’re Easily Offended, You’re Easily Manipulated! This 1 Trick Catches A Lie In 2s",https://www.youtube.com/watch?v=7l_0ZcSuRwg,7l_0ZcSuRwg,The Diary Of A CEO,"2,130,865 views",,2:38:50,9530,2130865
SELENA GOMEZ ON: How To STOP Insecurity & TRULY LOVE YOURSELF To The Core | Jay Shetty,https://www.youtube.com/watch?v=AmARvccsdMI,AmARvccsdMI,Jay Shetty Podcast,"6,146,556 views",,1:37:12,5832,6146556
Kim Kardashian Describes Her “Biggest Competition” | Mavericks with Mav Carter,https://www.youtube.com/watch?v=cmGmt_ZUNIA,cmGmt_ZUNIA,SpringHill,"210,464 views",,20:11,1211,210464
"Simon Sinek & Trevor Noah on Friendship, Loneliness, Vulnerability, and More | Full Conversation",https://www.youtube.com/watch?v=CNBxIhxHHxM,CNBxIhxHHxM,Simon Sinek,"2,850,148 views",,24:00,1440,2850148
Guest Host Jennifer Lawrence Interviews Kim Kardashian West,https://www.youtube.com/watch?v=NWdc7PyZNLA,NWdc7PyZNLA,Jimmy Kimmel Live,"34,666,697 views",,18:30,1110,34666697
Mel Robbins: The ‘Let Them Theory’ (A Life-Changing Hack That 15M People Can’t Stop Talking About),https://www.youtube.com/watch?v=P91b4civBxA,P91b4civBxA,Jay Shetty Podcast,"917,941 views",,1:23:57,5037,917941
The MAJOR difference between TOXIC and NARCISSISTIC relationships,https://www.youtube.com/watch?v=W5GwcJiimEk,W5GwcJiimEk,DoctorRamani,"173,549 views",,21:52,1312,173549
"MICHELLE OBAMA Opens Up On Her 8 Years In The White House: ""We Know Too Much.""",https://www.youtube.com/watch?v=X2vNGwMCw-M,X2vNGwMCw-M,Jay Shetty Podcast,"2,871,437 views",,1:07:25,4045,2871437
Secrets to Loving Yourself ft. Jay Shetty  | Khloé in Wonder Land Episode 2 | Khloé Kardashian,https://www.youtube.com/watch?v=iDVmJhyrOnU,iDVmJhyrOnU,Khloe Kardashian,"357,021 views",,45:41,2741,357021
"Actress Roundtable: Angelina Jolie, Demi Moore, Zendaya, Zoe Saldaña, Mikey Madison & Tilda Swinton",https://www.youtube.com/watch?v=yG9KMfYfgEo,yG9KMfYfgEo,The Hollywood Reporter,"4,455,421 views",,58:44,3524,4455421
Secret Service Agent: REMOVE PEOPLE From Your Life if They Have THESE RED FLAGS! Evy Poumpouras,https://www.youtube.com/watch?v=YXH_O2FHqpo,YXH_O2FHqpo,Lewis Howes,"1,978,859 views",,57:16,3436,1978859
Unmasking Belle Gibson: The real story of the infamous wellness scammer | 60 Minutes Australia,https://www.youtube.com/watch?v=fahOX8VBXCc,fahOX8VBXCc,60 Minutes Australia,"2,465,695 views",,46:51,2811,2465695
Kylie & Kendall Jenner EXPLOSIVE Fight In Palm Springs: Here's What Happened | KUWTK | E!,https://www.youtube.com/watch?v=CiZOkGlH61Y,CiZOkGlH61Y,Keeping Up With The Kardashians,"680,546 views",,18:38,1118,680546
Find Your Life's Purpose By Doing This ONE Thing,https://www.youtube.com/watch?v=aNAZZVVLzAA,aNAZZVVLzAA,Jay Shetty,"100,784 views",,14:28,868,100784
Jon Stewart on Trump’s Heel Turn on Zelenskyy In Favor of Putin’s New World Order | The Daily Show,https://www.youtube.com/watch?v=OeUZI5RnYGg,OeUZI5RnYGg,The Daily Show,"4,372,696 views",,24:07,1447,4372696
Joe Rogan Experience #2281 - Elon Musk,https://www.youtube.com/watch?v=sSOxPJD-VNo,sSOxPJD-VNo,PowerfulJRE,"9,949,193 views",,3:11:08,11468,9949193
Tony Robbins ON: How To BRAINWASH Yourself For Success & Destroy NEGATIVE THOUGHTS! | Jay Shetty,https://www.youtube.com/watch?v=BwjnG45zO5U,BwjnG45zO5U,Jay Shetty Podcast,"2,906,912 views",,1:33:42,5622,2906912
Lewis Hamilton Overtakes EVERYONE! | 2021 Sao Paulo Grand Prix,https://www.youtube.com/watch?v=Z_LmiQlT9oE,Z_LmiQlT9oE,FORMULA 1,"4,131,721 views",,4:13,253,4131721
Lewis Hamilton Goes Full Send While Eating Spicy Wings | Hot Ones,https://www.youtube.com/watch?v=0PdtS98IlcM,0PdtS98IlcM,First We Feast,"6,346,440 views",,23:07,1387,6346440
F1 Driver Charles Leclerc Unveils The Real Behind The Scenes of Formula 1 Racing,https://www.youtube.com/watch?v=MzKfOvZxNko,MzKfOvZxNko,Jay Shetty Podcast,"1,359,453 views",,1:05:09,3909,1359453
Lewis Howes ON: Unlocking The POWER OF YOUR MIND For Success & Abundance! | Jay Shetty,https://www.youtube.com/watch?v=54iHHsucmt0,54iHHsucmt0,Jay Shetty Podcast,"905,824 views",,1:18:32,4712,905824
INSIDE STORY: How Lewis Hamilton Won His First Race Since 2021 | 2024 British Grand Prix | Lenovo,https://www.youtube.com/watch?v=hzlqtID692Y,hzlqtID692Y,FORMULA 1,"1,749,420 views",,20:51,1251,1749420
"Trevor Noah ON: For People Who FEEL LOST In Life, WATCH THIS To Find Yourself |  Jay Shetty",https://www.youtube.com/watch?v=a5BHutz6P-g,a5BHutz6P-g,Jay Shetty Podcast,"3,447,732 views",,1:31:10,5470,3447732
Ferrari's Lewis Hamilton Replies to Fans on the Internet | Actually Me,https://www.youtube.com/watch?v=2poXdQK-VXA,2poXdQK-VXA,GQ Sports,"1,711,045 views",,11:16,676,1711045
Focus on Yourself and Stay Silent | Billy Graham's,https://www.youtube.com/watch?v=SaJ1lMqPD8c,SaJ1lMqPD8c,Growth Mindset,"62,029 views",,31:08,1868,62029
"Formula 1 cars, explained for rookies (with Max Verstappen)",https://www.youtube.com/watch?v=VJgdOMXhEj0,VJgdOMXhEj0,Cleo Abram,"4,779,080 views",,23:51,1431,4779080
"TOM HOLLAND: Launching A Second Career, Living Alcohol-Free, & Acting With Authenticity | Rich Roll",https://www.youtube.com/watch?v=zfyU30zrHHI,zfyU30zrHHI,Rich Roll,"1,291,318 views",,1:43:00,6180,1291318
The Hidden Art Of Reinventing Yourself - Matthew McConaughey (4K),https://www.youtube.com/watch?v=Eu1kHIztT24,Eu1kHIztT24,Chris Williamson,"1,967,585 views",,1:48:46,6526,1967585
Lewis Hamilton Lap and Interview | Top Gear,https://www.youtube.com/watch?v=wN-ChMp4uR4,wN-ChMp4uR4,Top Gear,"8,184,722 views",,8:06,486,8184722
ARNOLD SCHWARZENEGGER On How To Change The Trajectory of Your Life! ”I was unhappy with reality…”,https://www.youtube.com/watch?v=gvwYAdynzzU,gvwYAdynzzU,Jay Shetty Podcast,"897,883 views",,1:48:52,6532,897883
"Sir Lewis Hamilton on Being Knighted by King Charles, Begging to Be in Top Gun & Formula 1 Racing",https://www.youtube.com/watch?v=LSuuxVyyd2I,LSuuxVyyd2I,Jimmy Kimmel Live,"2,906,795 views",,9:19,559,2906795
Neil deGrasse Tyson Explains the Physics of Formula One Racing,https://www.youtube.com/watch?v=ctQO8e6jJ1o,ctQO8e6jJ1o,StarTalk,"2,127,357 views",,16:47,1007,2127357
Lewis Hamilton ranks his top 10 off-track fashion looks,https://www.youtube.com/watch?v=ZrprBJWnx4c,ZrprBJWnx4c,Times Life & Style ,"136,629 views",,7:58,478,136629
KOBE BRYANT'S LAST GREAT INTERVIEW On How To FIND PURPOSE In LIFE | Kobe Bryant & Jay Shetty,https://www.youtube.com/watch?v=g2cQ2kD6lzs,g2cQ2kD6lzs,Jay Shetty Podcast,"3,741,673 views",,43:05,2585,3741673
The One Habit That Will Change Your Life Overnight | Jim Rohn Motivation,https://www.youtube.com/watch?v=ZUM7NKTB8B8,ZUM7NKTB8B8,Jim Rohn Motivation,"19,851 views",,27:55,1675,19851
Has Lewis Hamilton ever lied to Toto Wolff? 👀😂 | The Lie Detector Test,https://www.youtube.com/watch?v=PpdLXSXGUxc,PpdLXSXGUxc,Sky Sports F1,"1,118,919 views",,8:45,525,1118919
"Jay Shetty: His Past, Presence, and Purpose — An Honest Conversation With His Wife Radhi",https://www.youtube.com/watch?v=ZgIFclrtx5I,ZgIFclrtx5I,A Really Good Cry with Radhi Devlukia,"34,781 views",,1:27:53,5273,34781
The First Steps To Reducing Your Anxiety with author Mel Robbins | A Bit of Optimism Podcast,https://www.youtube.com/watch?v=JP5USHGSF8o,JP5USHGSF8o,Simon Sinek,"369,712 views",,57:11,3431,369712
Healing Emotional Trauma Spiritually & Psychologically(Become a Stronger You!),https://www.youtube.com/watch?v=UohH-H9ng7w,UohH-H9ng7w,Kellee White Spiritual Medium,498 views,,48:18,2898,498
WORLD LEADING THERAPIST Answers Relationship Questions Most People Are Afraid to Ask | Lori Gottlieb,https://www.youtube.com/watch?v=CQ6lqkeQVQ4,CQ6lqkeQVQ4,Jay Shetty Podcast,"820,218 views",,1:22:08,4928,820218
"Trevor Noah ON: For People Who FEEL LOST In Life, WATCH THIS To Find Yourself |  Jay Shetty",https://www.youtube.com/watch?v=a5BHutz6P-g,a5BHutz6P-g,Jay Shetty Podcast,"3,447,732 views",,1:31:10,5470,3447732
Say This Once & Men Will Think About Forever | Jordan Peterson Wisdom,https://www.youtube.com/watch?v=ryZam2cIHw4,ryZam2cIHw4,Empowered Mind,"5,451 views",,26:15,1575,5451
"Alicia Keys On Her Legendary Career, New Album ‘Keys’ & More | Drink Champs",https://www.youtube.com/watch?v=AlISOgGbspo,AlISOgGbspo,REVOLT,"3,128,775 views",,2:34:47,9287,3128775
The Second Coming of Halle Berry | What Now? with Trevor Noah Podcast,https://www.youtube.com/watch?v=hW7Mld_WksU,hW7Mld_WksU,What Now? with Trevor Noah,"103,781 views",,53:09,3189,103781
"Secret Agent: If You’re Easily Offended, You’re Easily Manipulated! This 1 Trick Catches A Lie In 2s",https://www.youtube.com/watch?v=7l_0ZcSuRwg,7l_0ZcSuRwg,The Diary Of A CEO,"2,131,054 views",,2:38:50,9530,2131054
Watch Trudeau speak directly to Trump during blistering speech,https://www.youtube.com/watch?v=wz_42pckM7w,wz_42pckM7w,CNN,"3,497,228 views",,21:01,1261,3497228
Inside Alicia Keys & Swizz Beatz’s Oceanside Mansion | Open Door | Architectural Digest,https://www.youtube.com/watch?v=eyUs2JgrV9E,eyUs2JgrV9E,Architectural Digest,"9,365,371 views",,10:21,621,9365371
Big Sean's Manifestation Mantra: Why You Need to Stop Chasing and Start Attracting,https://www.youtube.com/watch?v=Cn8MSHirv54,Cn8MSHirv54,Jay Shetty Podcast,"469,884 views",,1:27:08,5228,469884
"These Kids Are TELEPATHIC! They Can Read Minds, See Auras & Speak to The Other Side! | Ky Dickens",https://www.youtube.com/watch?v=bY6JTLwkUzc,bY6JTLwkUzc,Jay Shetty Podcast,"31,594 views",,1:32:04,5524,31594
Ducky Boo’s Coffee Shop ☕✨ Cute & Chill Lofi Music for a Cozy Day,https://www.youtube.com/watch?v=6dFncJ8OUmQ,6dFncJ8OUmQ,Ducky Boo Lofi,"1,940 watching",,,0,1940
"MICHELLE OBAMA Opens Up On Her 8 Years In The White House: ""We Know Too Much.""",https://www.youtube.com/watch?v=X2vNGwMCw-M,X2vNGwMCw-M,Jay Shetty Podcast,"2,871,437 views",,1:07:25,4045,2871437
“Scarcity is an Illusion!” Big Sean’s SECRET to Becoming a Money Magnet,https://www.youtube.com/watch?v=skpzulFjMkc,skpzulFjMkc,Lewis Howes,"225,582 views",,1:39:11,5951,225582
Angie Martinez IRL | Alicia Keys,https://www.youtube.com/watch?v=6ca2gfu68k0,6ca2gfu68k0,Angie Martinez,"141,299 views",,47:40,2860,141299
Mel Robbins shares power of “Let Them” and how we’re 5 seconds away from changing our life|The Pivot,https://www.youtube.com/watch?v=iHUV4E2DGDI,iHUV4E2DGDI,The Pivot Podcast,"617,314 views",,1:16:58,4618,617314
"Body Language Expert: Stop Using This, It’s Making People Dislike You, So Are These Subtle Mistakes!",https://www.youtube.com/watch?v=VHUrdELKjDw,VHUrdELKjDw,The Diary Of A CEO,"8,760,210 views",,2:43:35,9815,8760210
Neuroscientist Proves Manifestation Is REAL (4-Step Method To Hack Your Brain!) | Dr. Tara Swart,https://www.youtube.com/watch?v=7KCzaQdUmyU,7KCzaQdUmyU,Jay Shetty Podcast,"332,385 views",,1:23:35,5015,332385
"Dating Coach: This Dating Habit Is Keeping You Single! If You Want a Relationship, Do THIS.",https://www.youtube.com/watch?v=Tw_e9YdRXDg,Tw_e9YdRXDg,Jay Shetty Podcast,"113,456 views",,1:12:41,4361,113456
How To Handle Difficult People & Take Back Your Peace and Power,https://www.youtube.com/watch?v=XhBp6GZzH6k,XhBp6GZzH6k,Mel Robbins,"219,154 views",,50:59,3059,219154
LOVE EXPERT: Why Smart and Successful Women Have Less Success in Dating@MeetStephanSpeaks,https://www.youtube.com/watch?v=XtzbgvtsApE,XtzbgvtsApE,Jay Shetty Podcast,"179,474 views",,1:27:15,5235,179474
WORLD LEADING THERAPIST Answers Relationship Questions Most People Are Afraid to Ask | Lori Gottlieb,https://www.youtube.com/watch?v=CQ6lqkeQVQ4,CQ6lqkeQVQ4,Jay Shetty Podcast,"820,218 views",,1:22:08,4928,820218
"MEL ROBBINS' powerful speech;  The Secret to Effortless Attraction""",https://www.youtube.com/watch?v=tng-35Tq_Ow,tng-35Tq_Ow,PEAK MOTIVATION,"32,157 views",,19:54,1194,32157
The Best Relationship Advice No One Ever Told You,https://www.youtube.com/watch?v=cf4ANNIRjdk,cf4ANNIRjdk,Mel Robbins,"1,430,790 views",,45:22,2722,1430790
"LOVE EXPERT ON: When A Man TRULY LOVES You, He Will DO THIS! | Stephan Speaks & Jay Shetty",https://www.youtube.com/watch?v=mPQBcb9wf8Q,mPQBcb9wf8Q,Jay Shetty Podcast,"7,458,733 views",,1:07:36,4056,7458733
The Love Expert: A Relationship Shouldn’t Be Easy! This is One of the Biggest Myths!,https://www.youtube.com/watch?v=v_Z6lpjg_ZI,v_Z6lpjg_ZI,Lewis Howes,"48,127 views",,1:22:29,4949,48127
Yung Pueblo on Signs Your Relationship Will Last,https://www.youtube.com/watch?v=hj0OD8D3Mqs,hj0OD8D3Mqs,Matthew Hussey,"26,397 views",,42:10,2530,26397
“The Secret of a Happy Relationship…” the Best Advice That I Have Received,https://www.youtube.com/watch?v=WLKZz6vA0QQ,WLKZz6vA0QQ,Mel Robbins,"229,142 views",,1:00:49,3649,229142
The 3 KEY SIGNS That Relationship Will Last! (How To Find Love) | Lewis Howes & Jay Shetty,https://www.youtube.com/watch?v=EDN9UAyPEZ0,EDN9UAyPEZ0,Jay Shetty Podcast,"618,810 views",,56:29,3389,618810
"""Love is Not Enough in Intimate Relationships!"" You NEED These 3 Things As Well with Matthew Hussey",https://www.youtube.com/watch?v=3Z7JMFGrzGc,3Z7JMFGrzGc,Lewis Howes,"750,772 views",,1:20:10,4810,750772
The First Steps to Find Love with Matthew Hussey | A Bit of Optimism Podcast,https://www.youtube.com/watch?v=VFfyay7grd0,VFfyay7grd0,Simon Sinek,"239,177 views",,56:36,3396,239177
"Relationship Coach Matthew Hussey: ""There is no such thing as right person, wrong time!""",https://www.youtube.com/watch?v=AIFYrV3yivQ,AIFYrV3yivQ,Jay Shetty Podcast,"845,303 views",,1:25:17,5117,845303
"If A Man Says ""I Love You"" In This Dating Window, That's A Major RED FLAG! | Jay Shetty",https://www.youtube.com/watch?v=E4DXkhUQF30,E4DXkhUQF30,Lisa Bilyeu,"999,593 views",,2:02:43,7363,999593
5 Behaviors That Push People Away (Without You Realizing),https://www.youtube.com/watch?v=C6NHDkKZIec,C6NHDkKZIec,Matthew Hussey,"193,997 views",,28:37,1717,193997
The Psychological Hack to Make People OBSESSED With You,https://www.youtube.com/watch?v=gv5o-rfRWpY,gv5o-rfRWpY,Jillz Guerin,"160,399 views",,17:14,1034,160399
The Subtle Signs You’re Forcing a Relationship With the Wrong Person,https://www.youtube.com/watch?v=-N_bvCq2cac,-N_bvCq2cac,Matthew Hussey,"214,816 views",,26:41,1601,214816
Dr. Joe Dispenza: WATCH THIS To Rewire Your Brain & ATTRACT Anything You Want,https://www.youtube.com/watch?v=F-MEegYIWaM,F-MEegYIWaM,Jay Shetty Podcast,"1,136,619 views",,1:14:51,4491,1136619
The Red Flags You Keep Ignoring! (Don’t Let Men Treat You Like This!!) - Sadia Khan & Matthew Hussey,https://www.youtube.com/watch?v=IdyLRtakrzo,IdyLRtakrzo,Lewis Howes,"776,950 views",,53:29,3209,776950
"Moments That Make Us: Michelle Obama on Leaving the White House, Friends, & Power in Small Actions",https://www.youtube.com/watch?v=IDWfRpIitc0,IDWfRpIitc0,Melinda French Gates,"597,393 views",,30:26,1826,597393
"Trevor Noah ON: For People Who FEEL LOST In Life, WATCH THIS To Find Yourself |  Jay Shetty",https://www.youtube.com/watch?v=a5BHutz6P-g,a5BHutz6P-g,Jay Shetty Podcast,"3,447,732 views",,1:31:10,5470,3447732
Why Some People Trigger You Instantly and What It Reveals About Your Mind | Carl Jung's Advice,https://www.youtube.com/watch?v=a0QykY_zuC4,a0QykY_zuC4,The Silent Dominion,4 views,,8:03,483,4
Jada Pinkett Smith OPENS UP On Her Marriage & Struggling With Dark Thoughts,https://www.youtube.com/watch?v=FRP1q1Jj-7o,FRP1q1Jj-7o,Jay Shetty Podcast,"1,783,378 views",,2:30:05,9005,1783378
Harvey Speaks: Shocking Emails Revealed | Ep 2,https://www.youtube.com/watch?v=fZ9tYHt-j1g,fZ9tYHt-j1g,Candace Owens,"46,016 watching",,,0,46016
Michelle Obama: ‘My Daughters Are Raising Me’ — Extended Interview,https://www.youtube.com/watch?v=dXCMcBPYryM,dXCMcBPYryM,Jennifer Hudson Show,"527,851 views",,24:28,1468,527851
BREAK The Cycle Of Self Sabotage & STOP Your Shame Spiral | La La Anthony,https://www.youtube.com/watch?v=7JpH2nFu4cY,7JpH2nFu4cY,Jay Shetty Podcast,"788,795 views",,1:00:47,3647,788795
WATCH: Michelle Obama speaks at 2024 Democratic National Convention | 2024 DNC Night 2,https://www.youtube.com/watch?v=YgJBFBwRXvc,YgJBFBwRXvc,PBS NewsHour,"2,443,870 views",,20:40,1240,2443870
Oprah's 2020 Vision Tour Visionaries: Michelle Obama Interview,https://www.youtube.com/watch?v=XvFaaO5b4hE,XvFaaO5b4hE,WeightWatchers,"4,504,978 views",,53:21,3201,4504978
The Fastest Way To Lose Belly Fat (THIS Is The Best Kept Weight Loss Secret) | Dr. Mindy Pelz,https://www.youtube.com/watch?v=bL2J_657prk,bL2J_657prk,Jay Shetty Podcast,"1,116,038 views",,1:29:01,5341,1116038
This Statistically Is The Best Age To Get Married So You Don't Get A Divorce!,https://www.youtube.com/watch?v=SNuHbJbuUZE,SNuHbJbuUZE,The Diary Of A CEO,"1,333,662 views",,1:49:07,6547,1333662
Full Interview: Michelle Obama Talks To Stephen Colbert,https://www.youtube.com/watch?v=jXwaQXquA7E,jXwaQXquA7E,The Late Show with Stephen Colbert,"9,587,139 views",,27:53,1673,9587139
"The Best of The Oprah Show: ""The Color Purple"" Reunion | Full Episode | OWN",https://www.youtube.com/watch?v=O7GnXG7DFRk,O7GnXG7DFRk,OWN,"508,234 views",,40:03,2403,508234
The SUGAR Expert: Everything You Need To Know About Glucose Spikes (& 5 HACKS TO PREVENT THEM),https://www.youtube.com/watch?v=MxovSnvSO4E,MxovSnvSO4E,Jay Shetty Podcast,"3,732,981 views",,1:11:11,4271,3732981
I asked President Obama if he's DEPRESSED!?,https://www.youtube.com/watch?v=jAYVKZSWXhY,jAYVKZSWXhY,Hasan Minhaj,"7,945,817 views",,29:14,1754,7945817
"Michelle Obama on Barack Being Called “Fine,” Raising Their Daughters & Watching Trash TV",https://www.youtube.com/watch?v=DderdnKnjTE,DderdnKnjTE,Jimmy Kimmel Live,"3,652,493 views",,19:44,1184,3652493
Michelle Obama: The Cross-Generational Conversation,https://www.youtube.com/watch?v=JroUC9I8YIs,JroUC9I8YIs,REVOLT,"1,766,124 views",,1:40:24,6024,1766124
